DonorId,FiscalYear,PaidAmt,PledgeAmt,PledgePaidDate,PooledFundId
156,2011,272479,0,03-2011,109
163,2011,3776842,0,03-2011,109
14,2011,289180,0,04-2011,109
24,2011,1500,0,04-2011,109
35,2011,31430068,0,04-2011,109
49,2011,27600,0,04-2011,109
75,2011,5000,0,04-2011,109
117,2011,140116,0,04-2011,109
150,2011,2000,0,04-2011,109
162,2011,74483670,0,04-2011,109
172,2011,250000,0,04-2011,109
181,2011,50000,0,04-2011,109
183,2011,32236000,0,04-2011,109
35,2011,9758123,0,05-2011,109
64,2011,720950,0,05-2011,109
98,2011,3000000,0,05-2011,109
141,2011,4000000,0,05-2011,109
163,2011,2295157,0,05-2011,109
18,2011,10000,0,06-2011,109
40,2011,500000,0,06-2011,109
139,2011,117011,0,06-2011,109
155,2011,70990,0,06-2011,109
9,2011,28128,0,07-2011,109
21,2011,421080,0,07-2011,109
63,2011,9411350,0,07-2011,109
87,2011,20000,0,07-2011,109
91,2011,3000000,0,07-2011,109
109,2011,5982905,0,07-2011,109
184,2011,6000000,0,07-2011,109
190,2011,100000,0,07-2012,109
39,2011,30000,0,08-2011,109
50,2011,296806,0,08-2011,109
55,2011,5000,0,08-2011,109
135,2011,326051,0,08-2011,109
143,2011,70900,0,08-2011,109
188,2011,10000,0,08-2011,109
145,2011,500,0,08-2012,109
33,2011,5000,0,09-2011,109
52,2011,9182230,0,09-2011,109
73,2011,2190,0,10-2011,109
115,2011,300000,0,10-2011,109
134,2011,10000,0,10-2011,109
139,2011,28919,0,10-2011,109
50,2011,137657,0,11-2010,109
22,2011,11338150,0,11-2011,109
82,2011,175000,0,11-2011,109
107,2011,281531,0,11-2011,109
147,2011,50000,0,11-2011,109
2,2011,500,0,12-2010,109
6,2011,4000,0,12-2010,109
8,2011,10000,0,12-2010,109
15,2011,10000,0,12-2010,109
88,2011,1308100,0,12-2010,109
96,2011,10000,0,12-2010,109
100,2011,375000,0,12-2010,109
125,2011,1478974,0,12-2010,109
144,2011,2000000,0,12-2010,109
157,2011,5000,0,12-2010,109
183,2011,62044000,0,12-2010,109
12,2011,5000,0,12-2011,109
44,2011,10000,0,12-2011,109
94,2011,49964,0,12-2011,109
116,2011,1000,0,12-2011,109
129,2011,10417159,0,12-2011,109
158,2011,20091000,0,12-2011,109
13,2012,16272000,0,01-2012,109
21,2012,380940,0,01-2012,109
67,2012,19402500,0,01-2012,109
98,2012,1100000,0,01-2012,109
100,2012,250000,0,01-2012,109
124,2012,52484000,0,01-2012,109
131,2012,10000,0,01-2012,109
136,2012,253520,0,01-2012,109
159,2012,10000,0,01-2012,109
80,2012,50000,0,01-2013,109
158,2012,2608200,0,01-2013,109
2,2012,1000,0,02-2012,109
81,2012,500000,0,02-2012,109
100,2012,300000,0,02-2012,109
125,2012,1679374,0,02-2012,109
129,2012,62488811,0,02-2012,109
156,2012,243457,0,02-2012,109
184,2012,5000000,0,02-2012,109
147,2012,27291,0,02-2013,109
52,2012,17513134,0,03-2012,109
133,2012,5000,0,03-2012,109
163,2012,3822212,0,03-2012,109
52,2012,5495406,0,03-2013,109
122,2012,10000,0,03-2013,109
14,2012,262080,0,04-2012,109
63,2012,8517600,0,04-2012,109
64,2012,392670,0,04-2012,109
107,2012,272747,0,04-2012,109
109,2012,5577689,0,04-2012,109
117,2012,64714,0,04-2012,109
162,2012,72132872,0,04-2012,109
183,2012,31968000,0,04-2012,109
186,2012,5000,0,04-2013,109
29,2012,750000,0,05-2012,109
98,2012,2900000,0,05-2012,109
121,2012,2000,0,05-2012,109
152,2012,50000,0,05-2012,109
11,2012,6744,0,05-2013,109
40,2012,500000,0,06-2012,109
87,2012,20000,0,06-2012,109
138,2012,5000,0,06-2012,109
172,2012,200000,0,06-2012,109
9,2012,26316,0,07-2012,109
16,2012,20000,0,07-2012,109
139,2012,36586,0,07-2012,109
190,2012,150000,0,07-2012,109
22,2012,4915875,0,07-2013,109
11,2012,61256,0,08-2012,109
73,2012,2196,0,08-2012,109
100,2012,450000,0,08-2012,109
135,2012,264200,0,08-2012,109
144,2012,2000000,0,09-2011,109
12,2012,5000,0,09-2012,109
141,2012,3000000,0,09-2013,109
181,2012,50000,0,10-2012,109
183,2012,31854000,0,10-2012,109
56,2012,15000,0,11-2011,109
61,2012,100185,0,11-2011,109
165,2012,2000,0,11-2011,109
166,2012,20000,0,11-2011,109
50,2012,124371,0,11-2012,109
68,2012,15000,0,11-2012,109
94,2012,49970,0,11-2012,109
111,2012,50000,0,11-2012,109
115,2012,300000,0,11-2012,109
116,2012,2000,0,11-2012,109
163,2012,2129471,0,11-2012,109
6,2012,50000,0,12-2011,109
39,2012,30000,0,12-2011,109
86,2012,5160772,0,12-2011,109
88,2012,645900,0,12-2011,109
94,2012,49975,0,12-2011,109
108,2012,10000,0,12-2011,109
183,2012,31326000,0,12-2011,109
22,2012,14717250,0,12-2012,109
44,2012,100000,0,12-2012,109
82,2012,200000,0,12-2012,109
91,2012,2700000,0,12-2012,109
119,2012,5000,0,12-2012,109
129,2012,11456215,0,12-2012,109
143,2012,92461,0,12-2012,109
157,2012,5000,0,12-2012,109
188,2012,10000,0,12-2012,109
24,2012,1500,0,12-2013,109
54,2012,0,0,NaT,109
13,2013,10468000,0,01-2013,109
14,2013,271600,0,01-2013,109
15,2013,20000,0,01-2013,109
21,2013,401430,0,01-2013,109
39,2013,30000,0,01-2013,109
88,2013,653350,0,01-2013,109
133,2013,20000,0,01-2013,109
150,2013,5000,0,01-2013,109
159,2013,10000,0,01-2013,109
52,2013,6398303,0,01-2014,109
131,2013,10000,0,01-2014,109
136,2013,67655,0,01-2014,109
155,2013,68725,0,01-2014,109
44,2013,100000,0,02-2013,109
67,2013,20313000,0,02-2013,109
80,2013,30000,0,02-2013,109
100,2013,500000,0,02-2013,109
107,2013,272242,0,02-2013,109
129,2013,68265452,0,02-2013,109
156,2013,274468,0,02-2013,109
188,2013,10000,0,02-2014,109
35,2013,28809407,0,03-2013,109
63,2013,9111900,0,03-2013,109
81,2013,500000,0,03-2013,109
119,2013,3000,0,03-2013,109
124,2013,52124000,0,03-2013,109
138,2013,881,0,03-2013,109
148,2013,450000,0,03-2013,109
184,2013,4000000,0,03-2013,109
139,2013,15786,0,03-2014,109
186,2013,5000,0,03-2014,109
190,2013,50000,0,03-2014,109
12,2013,5000,0,04-2013,109
13,2013,4192000,0,04-2013,109
15,2013,19820,0,04-2013,109
78,2013,20098,0,04-2013,109
109,2013,5747126,0,04-2013,109
125,2013,1670425,0,04-2013,109
163,2013,7549267,0,04-2013,109
181,2013,70000,0,04-2013,109
183,2013,38572500,0,04-2013,109
22,2013,4834550,0,04-2014,109
64,2013,393300,0,05-2013,109
70,2013,50000,0,05-2013,109
82,2013,200000,0,05-2013,109
133,2013,5000,0,05-2013,109
150,2013,2000,0,05-2013,109
152,2013,50000,0,05-2013,109
122,2013,10000,0,05-2014,109
13,2013,3906600,0,06-2013,109
52,2013,17667064,0,06-2013,109
117,2013,64990,0,06-2013,109
121,2013,2000,0,06-2013,109
135,2013,248162,0,06-2013,109
162,2013,36199401,0,06-2013,109
29,2013,1000000,0,07-2013,109
40,2013,500000,0,07-2013,109
91,2013,2987013,0,07-2013,109
11,2013,70000,0,08-2013,109
80,2013,100000,0,08-2013,109
144,2013,1000000,0,08-2013,109
141,2013,1500000,0,09-2013,109
158,2013,6617500,0,09-2013,109
172,2013,50000,0,09-2013,109
9,2013,19645,0,10-2013,109
98,2013,2900000,0,10-2013,109
115,2013,350000,0,10-2013,109
61,2013,102864,0,11-2012,109
166,2013,20000,0,11-2012,109
172,2013,200000,0,11-2012,109
16,2013,5000,0,11-2013,109
162,2013,35488327,0,11-2013,109
183,2013,40090000,0,11-2013,109
141,2013,1500000,0,11-2016,109
2,2013,1000,0,12-2012,109
86,2013,13009444,0,12-2012,109
98,2013,1100000,0,12-2012,109
157,2013,5000,0,12-2012,109
16,2013,5000,0,12-2013,109
22,2013,14219100,0,12-2013,109
24,2013,1500,0,12-2013,109
73,2013,2184,0,12-2013,109
104,2013,41027,0,12-2013,109
118,2013,10000,0,12-2013,109
120,2013,5000,0,12-2013,109
143,2013,34347,0,12-2013,109
183,2013,32568000,0,12-2013,109
54,2013,0,0,NaT,109
35,2014,26719985,0,01-2014,109
81,2014,500000,0,01-2014,109
106,2014,25000,0,01-2014,109
136,2014,67655,0,01-2014,109
138,2014,300,0,01-2014,109
160,2014,308144,0,01-2014,109
166,2014,20000,0,01-2014,109
29,2014,20000,0,01-2015,109
52,2014,7789132,0,01-2015,109
88,2014,1161383,0,01-2015,109
172,2014,199630,0,01-2015,109
13,2014,9868384,0,02-2014,109
52,2014,18204325,0,02-2014,109
67,2014,10212750,0,02-2014,109
100,2014,500000,0,02-2014,109
107,2014,278117,0,02-2014,109
129,2014,52544828,0,02-2014,109
163,2014,4508058,0,02-2014,109
184,2014,4000000,0,02-2014,109
188,2014,10000,0,02-2015,109
12,2014,5000,0,03-2014,109
124,2014,54956000,0,03-2014,109
9,2014,20537,0,04-2014,109
63,2014,9705500,0,04-2014,109
98,2014,4000000,0,04-2014,109
117,2014,67920,0,04-2014,109
125,2014,2563200,0,04-2014,109
181,2014,100000,0,04-2014,109
39,2014,30000,0,05-2014,109
131,2014,10000,0,05-2014,109
152,2014,50000,0,05-2014,109
163,2014,3352705,0,05-2014,109
183,2014,50643000,0,05-2014,109
13,2014,4712500,0,06-2014,109
179,2014,59967,0,06-2014,109
11,2014,45000,0,06-2015,109
115,2014,500000,0,06-2015,109
80,2014,100000,0,07-2014,109
91,2014,1590814,0,07-2014,109
143,2014,53000,0,07-2014,109
38,2014,10000,0,08-2014,109
40,2014,500000,0,08-2014,109
122,2014,10000,0,08-2014,109
170,2014,20000,0,08-2015,109
156,2014,243641,0,09-2013,109
113,2014,100000,0,09-2014,109
133,2014,4674,0,09-2014,109
162,2014,57486099,0,09-2014,109
183,2014,48453000,0,09-2014,109
29,2014,700000,0,10-2014,109
109,2014,5082592,0,10-2014,109
135,2014,212850,0,10-2014,109
139,2014,119660,0,10-2014,109
144,2014,1500000,0,10-2014,109
94,2014,10000,0,10-2015,109
148,2014,150000,0,10-2016,109
67,2014,9315000,0,11-2014,109
73,2014,2179,0,11-2014,109
82,2014,200000,0,11-2014,109
147,2014,9969,0,11-2014,109
172,2014,250000,0,11-2014,109
21,2014,410100,0,12-2013,109
50,2014,116212,0,12-2013,109
61,2014,135580,0,12-2013,109
78,2014,48046,0,12-2013,109
86,2014,12183300,0,12-2013,109
129,2014,9693173,0,12-2013,109
157,2014,5000,0,12-2013,109
162,2014,15169999,0,12-2013,109
22,2014,17588690,0,12-2014,109
67,2014,10291474,0,12-2014,109
129,2014,3875106,0,12-2014,109
158,2014,2490000,0,12-2014,109
183,2014,14089500,0,12-2014,109
11,2014,12683,0,12-2016,109
29,2014,480000,0,12-2017,109
118,2014,10000,0,12-2017,109
13,2015,9223031,0,01-2015,109
21,2015,345690,0,01-2015,109
35,2015,24418604,0,01-2015,109
81,2015,500000,0,01-2015,109
125,2015,2337600,0,01-2015,109
136,2015,59034,0,01-2015,109
172,2015,250000,0,01-2016,109
9,2015,11477,0,02-2015,109
12,2015,5000,0,02-2015,109
100,2015,1000000,0,02-2015,109
107,2015,271768,0,02-2015,109
156,2015,172562,0,02-2015,109
188,2015,10000,0,02-2015,109
158,2015,2185792,0,02-2016,109
52,2015,14556040,0,03-2015,109
109,2015,4277200,0,03-2015,109
122,2015,10000,0,03-2015,109
166,2015,20000,0,03-2015,109
183,2015,37222500,0,03-2015,109
9,2015,15860,0,03-2016,109
39,2015,30000,0,04-2015,109
67,2015,21459980,0,04-2015,109
98,2015,4000000,0,04-2015,109
108,2015,21655,0,04-2015,109
124,2015,59169000,0,04-2015,109
129,2015,47614274,0,04-2015,109
163,2015,4151100,0,04-2015,109
181,2015,1000000,0,04-2015,109
26,2015,40,0,05-2015,109
44,2015,200000,0,05-2015,109
45,2015,15000,0,05-2015,109
63,2015,7770000,0,05-2015,109
117,2015,52303,0,05-2015,109
127,2015,1000,0,05-2015,109
192,2015,2438,0,05-2015,109
40,2015,500000,0,06-2015,109
80,2015,100000,0,06-2015,109
115,2015,250000,0,06-2015,109
133,2015,4166,0,06-2015,109
152,2015,50000,0,06-2015,109
147,2015,2266,0,06-2016,109
91,2015,1402809,0,07-2015,109
111,2015,50000,0,07-2015,109
144,2015,1500000,0,07-2015,109
163,2015,3158559,0,07-2015,109
184,2015,3000000,0,07-2015,109
22,2015,10969000,0,08-2015,109
97,2015,1506,0,08-2015,109
134,2015,10000,0,08-2015,109
161,2015,500,0,08-2015,109
83,2015,17692,0,09-2014,109
42,2015,50000,0,09-2015,109
139,2015,24471,0,09-2015,109
170,2015,20000,0,09-2015,109
33,2015,10000,0,09-2016,109
44,2015,35000,0,10-2015,109
73,2015,2179,0,10-2015,109
88,2015,1104500,0,10-2015,109
98,2015,500000,0,10-2015,109
131,2015,10000,0,10-2015,109
150,2015,5000,0,10-2015,109
162,2015,49466091,0,10-2015,109
183,2015,45978000,0,10-2015,109
148,2015,150000,0,10-2016,109
9,2015,16800,0,11-2015,109
162,2015,2865625,0,11-2015,109
61,2015,125100,0,12-2014,109
86,2015,12212000,0,12-2014,109
157,2015,5000,0,12-2014,109
49,2015,13780,0,12-2015,109
67,2015,21795200,0,12-2015,109
82,2015,200000,0,12-2015,109
129,2015,1369237,0,12-2015,109
135,2015,204823,0,12-2015,109
139,2015,75284,0,12-2015,109
163,2015,3045066,0,12-2015,109
172,2015,200000,0,12-2015,109
54,2015,0,0,NaT,109
166,2016,20000,0,01-2016,109
13,2016,7575664,0,02-2016,109
100,2016,1000000,0,02-2016,109
107,2016,204729,0,02-2016,109
129,2016,43490701,0,02-2016,109
22,2016,11312000,0,03-2016,109
39,2016,30000,0,03-2016,109
80,2016,100000,0,03-2016,109
82,2016,200000,0,03-2016,109
122,2016,10000,0,03-2016,109
124,2016,60522000,0,03-2016,109
163,2016,4100881,0,03-2016,109
181,2016,1000000,0,03-2016,109
67,2016,22022000,0,04-2016,109
117,2016,57015,0,04-2016,109
119,2016,2000,0,04-2016,109
144,2016,1500000,0,04-2016,109
52,2016,15328254,0,05-2016,109
35,2016,22624086,0,06-2016,109
73,2016,2179,0,06-2016,109
85,2016,5000,0,06-2016,109
94,2016,10000,0,06-2016,109
152,2016,50000,0,06-2016,109
163,2016,3102699,0,06-2016,109
131,2016,10000,0,07-2016,109
184,2016,3000000,0,07-2016,109
9,2016,16633,0,08-2016,109
67,2016,33873000,0,08-2016,109
91,2016,1285908,0,08-2016,109
133,2016,3972,0,08-2016,109
183,2016,36091000,0,08-2016,109
11,2016,60000,0,08-2017,109
18,2016,5000,0,09-2016,109
172,2016,200000,0,09-2016,109
12,2016,5000,0,10-2016,109
63,2016,7716100,0,10-2016,109
88,2016,2239600,0,10-2016,109
148,2016,150000,0,10-2016,109
158,2016,2245000,0,10-2016,109
40,2016,500000,0,11-2016,109
109,2016,4762350,0,11-2016,109
156,2016,428878,0,11-2016,109
172,2016,250000,0,11-2016,109
183,2016,33810837,0,11-2016,109
21,2016,648960,0,12-2015,109
61,2016,109780,0,12-2015,109
81,2016,500000,0,12-2015,109
86,2016,12749925,0,12-2015,109
125,2016,2026200,0,12-2015,109
136,2016,54650,0,12-2015,109
157,2016,5000,0,12-2015,109
162,2016,60432321,0,12-2015,109
49,2016,13910,0,12-2016,109
80,2016,200000,0,12-2016,109
86,2016,1034000,0,12-2016,109
98,2016,4000000,0,12-2016,109
129,2016,1002914,0,12-2016,109
134,2016,5000,0,12-2016,109
139,2016,19631,0,12-2016,109
162,2016,21645799,0,12-2016,109
163,2016,971439,0,12-2016,109
188,2016,10000,0,12-2016,109
118,2016,10000,0,12-2017,109
6,2016,0,0,NaT,109
54,2016,0,0,NaT,109
81,2017,500000,0,01-2017,109
136,2017,52120,0,01-2017,109
159,2017,5000,0,01-2017,109
82,2017,220000,0,01-2018,109
154,2017,60155,0,01-2018,109
156,2017,487257,0,01-2018,109
158,2017,1193200,0,01-2018,109
183,2017,28940100,0,01-2018,109
100,2017,1000000,0,02-2017,109
107,2017,200541,0,02-2017,109
109,2017,4872780,0,02-2017,109
125,2017,2176800,0,02-2017,109
162,2017,70074374,0,02-2017,109
80,2017,198314,0,02-2018,109
88,2017,2470400,0,02-2018,109
147,2017,2487,0,02-2018,109
63,2017,7511000,0,03-2017,109
80,2017,467400,0,03-2017,109
98,2017,4000000,0,03-2017,109
117,2017,52428,0,03-2017,109
124,2017,57717000,0,03-2017,109
133,2017,4006,0,03-2017,109
138,2017,6854,0,03-2017,109
163,2017,2972062,0,03-2017,109
166,2017,20000,0,03-2017,109
9,2017,7155,0,04-2017,109
39,2017,30000,0,04-2017,109
52,2017,14233862,0,04-2017,109
67,2017,53585000,0,04-2017,109
122,2017,10000,0,04-2017,109
129,2017,44227188,0,04-2017,109
131,2017,10000,0,04-2017,109
181,2017,1250000,0,04-2017,109
184,2017,5000000,0,04-2017,109
35,2017,21844119,0,05-2017,109
39,2017,10000,0,05-2017,109
108,2017,21734,0,05-2017,109
144,2017,1500000,0,05-2017,109
13,2017,8226873,0,06-2017,109
22,2017,13963750,0,06-2017,109
24,2017,1500,0,06-2017,109
91,2017,1402809,0,06-2017,109
139,2017,38131,0,06-2017,109
152,2017,50000,0,06-2017,109
163,2017,2055076,0,06-2017,109
172,2017,200000,0,06-2017,109
67,2017,11576000,0,07-2017,109
158,2017,2282400,0,07-2017,109
86,2017,10458000,0,08-2017,109
141,2017,1000000,0,08-2017,109
33,2017,10000,0,09-2017,109
124,2017,13549300,0,09-2017,109
139,2017,12956,0,09-2017,109
148,2017,150000,0,09-2017,109
172,2017,250000,0,09-2017,109
183,2017,73679650,0,09-2017,109
40,2017,500000,0,10-2017,109
44,2017,112500,0,10-2017,109
80,2017,100000,0,10-2017,109
61,2017,106220,0,11-2016,109
9,2017,16711,0,11-2017,109
94,2017,50000,0,11-2017,109
134,2017,50000,0,11-2017,109
189,2017,13192,0,11-2017,109
21,2017,625860,0,12-2016,109
50,2017,38170,0,12-2016,109
86,2017,13442000,0,12-2016,109
136,2017,51990,0,12-2016,109
157,2017,1000,0,12-2016,109
5,2017,250000,0,12-2017,109
12,2017,5000,0,12-2017,109
31,2017,20000,0,12-2017,109
49,2017,11662,0,12-2017,109
67,2017,17625000,0,12-2017,109
129,2017,8839381,0,12-2017,109
162,2017,5904063,0,12-2017,109
163,2017,1014095,0,12-2017,109
188,2017,10000,0,12-2017,109
118,2017,0,0,NaT,109
5,2018,250000,0,01-2018,109
122,2018,10000,0,01-2018,109
191,2018,100000,0,01-2018,109
52,2018,5031484,0,01-2019,109
148,2018,150000,0,01-2019,109
13,2018,8643721,0,02-2018,109
80,2018,495785,0,02-2018,109
109,2018,5874592,0,02-2018,109
125,2018,2194500,0,02-2018,109
162,2018,85127752,0,02-2018,109
18,2018,10000,0,03-2018,109
86,2018,4888400,0,03-2018,109
107,2018,213538,0,03-2018,109
134,2018,50000,0,03-2018,109
144,2018,1500000,0,03-2018,109
181,2018,1500000,0,03-2018,109
24,2018,1500,0,04-2018,109
52,2018,16421170,0,04-2018,109
63,2018,8626800,0,04-2018,109
98,2018,4000000,0,04-2018,109
117,2018,123080,0,04-2018,109
163,2018,5157297,0,04-2018,109
22,2018,14717500,0,05-2018,109
35,2018,22762465,0,05-2018,109
91,2018,1360714,0,05-2018,109
94,2018,50000,0,05-2018,109
124,2018,65472000,0,05-2018,109
139,2018,25334,0,05-2018,109
39,2018,30000,0,06-2018,109
73,2018,2179,0,06-2018,109
88,2018,2949000,0,06-2018,109
158,2018,2340000,0,06-2018,109
166,2018,20000,0,06-2018,109
40,2018,500000,0,07-2018,109
152,2018,50000,0,07-2018,109
172,2018,200000,0,07-2018,109
9,2018,17735,0,08-2018,109
183,2018,49519662,0,08-2018,109
31,2018,20000,0,09-2018,109
36,2018,282800,0,09-2018,109
67,2018,58340000,0,09-2018,109
129,2018,51182061,0,09-2018,109
139,2018,16189,0,09-2018,109
33,2018,10000,0,10-2018,109
141,2018,1000000,0,10-2018,109
183,2018,21804090,0,10-2018,109
61,2018,117840,0,11-2017,109
67,2018,45560000,0,11-2018,109
158,2018,1126100,0,11-2018,109
172,2018,200000,0,11-2018,109
8,2018,10000,0,12-2017,109
15,2018,20000,0,12-2017,109
21,2018,707040,0,12-2017,109
50,2018,175173,0,12-2017,109
86,2018,4683200,0,12-2017,109
100,2018,1000000,0,12-2017,109
136,2018,118250,0,12-2017,109
159,2018,5000,0,12-2017,109
12,2018,5000,0,12-2018,109
67,2018,5660500,0,12-2018,109
82,2018,220000,0,12-2018,109
85,2018,10000,0,12-2018,109
86,2018,4493200,0,12-2018,109
108,2018,22900,0,12-2018,109
118,2018,10000,0,12-2018,109
129,2018,4101482,0,12-2018,109
154,2018,34365,0,12-2018,109
163,2018,1006846,0,12-2018,109
183,2018,42999800,0,12-2018,109
184,2018,0,0,NaT,109
13,2019,7841875,0,01-2019,109
21,2019,684180,0,01-2019,109
100,2019,1000000,0,02-2019,109
102,2019,118234,0,02-2019,109
107,2019,198866,0,02-2019,109
117,2019,113390,0,02-2019,109
122,2019,9284,0,02-2019,109
129,2019,48704122,0,02-2019,109
162,2019,59700210,0,02-2019,109
52,2019,2916897,0,02-2020,109
73,2019,2158,0,03-2019,109
86,2019,6757200,0,03-2019,109
130,2019,50000,0,03-2019,109
36,2019,324307,0,04-2019,109
52,2019,22516099,0,04-2019,109
63,2019,9038400,0,04-2019,109
98,2019,5000000,0,04-2019,109
125,2019,2014500,0,04-2019,109
139,2019,31660,0,04-2019,109
144,2019,1500000,0,04-2019,109
181,2019,1500000,0,04-2019,109
35,2019,21652466,0,05-2019,109
67,2019,55800000,0,05-2019,109
80,2019,410576,0,05-2019,109
82,2019,220000,0,05-2019,109
94,2019,10000,0,05-2019,109
163,2019,4943642,0,05-2019,109
171,2019,5000,0,05-2019,109
181,2019,3500000,0,05-2019,109
22,2019,19259300,0,06-2019,109
133,2019,2942,0,06-2019,109
139,2019,34541,0,06-2019,109
152,2019,50000,0,06-2019,109
122,2019,715,0,06-2020,109
88,2019,3962000,0,07-2019,109
131,2019,10000,0,07-2019,109
9,2019,16942,0,08-2019,109
124,2019,61055500,0,08-2019,109
162,2019,7243602,0,08-2019,109
166,2019,20000,0,08-2019,109
67,2019,38629500,0,09-2019,109
84,2019,23873,0,09-2019,109
91,2019,680357,0,09-2019,109
134,2019,2500,0,09-2019,109
138,2019,237,0,09-2019,109
139,2019,228112,0,09-2019,109
141,2019,1000000,0,09-2019,109
158,2019,3318584,0,09-2019,109
20,2019,109554,0,10-2019,109
39,2019,30000,0,10-2019,109
109,2019,5561500,0,10-2019,109
148,2019,150000,0,10-2019,109
40,2019,500000,0,11-2019,109
67,2019,10992000,0,11-2019,109
172,2019,200000,0,11-2019,109
24,2019,1500,0,12-2018,109
50,2019,221150,0,12-2018,109
61,2019,113380,0,12-2018,109
86,2019,4522000,0,12-2018,109
116,2019,3000,0,12-2018,109
118,2019,10000,0,12-2018,109
136,2019,170220,0,12-2018,109
159,2019,10000,0,12-2018,109
162,2019,15358352,0,12-2018,109
12,2019,5000,0,12-2019,109
15,2019,20000,0,12-2019,109
18,2019,20000,0,12-2019,109
44,2019,90000,0,12-2019,109
129,2019,4366114,0,12-2019,109
139,2019,44078,0,12-2019,109
163,2019,2001601,0,12-2019,109
172,2019,200000,0,12-2019,109
183,2019,394568100,0,12-2019,109
188,2019,10000,0,12-2019,109
5,2019,0,0,NaT,109
43,2019,0,0,NaT,109
113,2019,0,0,NaT,109
13,2020,7518476,0,01-2020,109
21,2020,668040,0,01-2020,109
24,2020,1500,0,01-2020,109
80,2020,409098,0,01-2020,109
129,2020,45835996,0,01-2020,109
173,2020,100000,0,01-2020,109
100,2020,1000000,0,02-2020,109
133,2020,2935,0,02-2020,109
144,2020,1500000,0,02-2020,109
162,2020,64791218,0,02-2020,109
20,2020,110367,0,03-2020,109
117,2020,111890,0,03-2020,109
124,2020,59120713,0,03-2020,109
156,2020,85304,0,03-2020,109
16,2020,10000,0,04-2020,109
20,2020,110367,0,04-2020,109
34,2020,20000,0,04-2020,109
63,2020,8775200,0,04-2020,109
67,2020,54175000,0,04-2020,109
86,2020,10680978,0,04-2020,109
98,2020,5823817,0,04-2020,109
107,2020,207792,0,04-2020,109
109,2020,5400000,0,04-2020,109
135,2020,239693,0,04-2020,109
166,2020,20000,0,04-2020,109
124,2020,16246500,0,05-2020,109
125,2020,1815600,0,05-2020,109
163,2020,13448217,0,05-2020,109
22,2020,5605500,0,06-2020,109
40,2020,500000,0,06-2020,109
52,2020,25544319,0,06-2020,109
64,2020,1137656,0,06-2020,109
84,2020,10000,0,06-2020,109
91,2020,263636,0,06-2020,109
122,2020,10000,0,06-2020,109
125,2020,2241400,0,06-2020,109
18,2020,12000,0,07-2020,109
21,2020,676440,0,07-2020,109
22,2020,19374900,0,07-2020,109
35,2020,21904336,0,07-2020,109
36,2020,324859,0,07-2020,109
125,2020,2248750,0,07-2020,109
134,2020,50000,0,07-2020,109
139,2020,37259,0,07-2020,109
163,2020,10787486,0,07-2020,109
67,2020,58858000,0,08-2020,109
124,2020,10612800,0,08-2020,109
131,2020,10000,0,08-2020,109
141,2020,1000000,0,08-2020,109
162,2020,11509975,0,08-2020,109
181,2020,5000000,0,08-2020,109
183,2020,12982000,0,08-2020,109
9,2020,16806,0,09-2020,109
152,2020,50000,0,09-2020,109
119,2020,3324,0,10-2019,109
118,2020,9982,0,10-2020,109
61,2020,110720,0,11-2019,109
172,2020,250000,0,11-2020,109
136,2020,193462,0,12-2019,109
159,2020,10000,0,12-2019,109
5,2020,0,0,NaT,109
